Gene,Drug,test.ROC.AUC,Varimp.Score
ITGA5,Azacitidine,0.85,81.6926751446044
ITGB4,Azacitidine,0.85,88.0332190011819
MAPK13,Azacitidine,0.85,81.6926751446044
RHOD,Azacitidine,0.85,89.3822074633053
RRP8,Azacitidine,0.85,88.0332190011819
WDR43,Azacitidine,0.85,89.3822074633053
AGR2,Azacitidine,0.85,100
COL3A1,Azacitidine,0.85,83.945178790151
F3,Azacitidine,0.85,83.945178790151
TGFA,Azacitidine,0.85,98.3807126595209
TRIP10,Azacitidine,0.85,90.6886034870538
ANO1,Azacitidine,0.85,90.0152922379116
BAK1,Azacitidine,0.85,88.7467370724022
JUP,Azacitidine,0.85,87.4781819068928
SUPV3L1,Azacitidine,0.85,94.4344900790784
LLGL2,Azacitidine,0.9,100
RABEPK,Azacitidine,0.9,100
DCTPP1,Azacitidine,0.95,85.1283966504887
EPS8L2,Azacitidine,0.95,85.1283966504887
FASN,Azacitidine,0.95,85.1283966504887
FKBP4,Azacitidine,0.95,100
FSTL1,Azacitidine,0.95,85.1283966504887
IL17RB,Azacitidine,0.95,98.695523960347
ITGB2,Azacitidine,0.95,85.1283966504887
NADSYN1,Azacitidine,0.95,85.1283966504887
NOTCH1,Azacitidine,0.95,85.1283966504887
PLOD1,Azacitidine,0.95,85.1283966504887
PUS1,Azacitidine,0.95,85.1283966504887
SERPINE2,Azacitidine,0.95,85.1283966504887
SLC19A1,Azacitidine,0.95,85.1283966504887
TCOF1,Azacitidine,0.95,85.1283966504887
VDR,Azacitidine,0.95,98.695523960347
WWC1,Azacitidine,0.95,85.1283966504887
APLP1,Azacitidine,0.85,84.9318360623059
JAG1,Azacitidine,0.85,84.9318360623059
KRT13,Azacitidine,0.85,84.9318360623059
LAD1,Azacitidine,0.85,84.9318360623059
SDC1,Azacitidine,0.85,84.9318360623059
SLIT2,Azacitidine,0.85,84.9318360623059
TIMP1,Azacitidine,0.85,84.9318360623059
TNNI1,Azacitidine,0.85,84.9318360623059
TP53,Azacitidine,0.85,84.9318360623059
GJB3,Azacitidine,0.8,88.6912564443331
MAST4,Azacitidine,0.8,100
RRP9,Azacitidine,0.8,89.8482126339166
IFIH1,Azacitidine,0.9,84.0282048783208
IL18,Azacitidine,0.9,84.0282048783208
KLF4,Azacitidine,0.825,86.6842305390585
NBL1,Azacitidine,0.825,80.343686682481
SFN,Azacitidine,0.825,100
BYSL,Azacitidine,0.8,89.3822074633053
CD9,Azacitidine,0.8,88.0332190011819
CELSR1,Azacitidine,0.8,88.0332190011819
LAMC2,Azacitidine,0.8,89.3822074633053
NOP16,Azacitidine,0.8,80.343686682481
SERPINB5,Azacitidine,0.8,98.7810055000952
AREG,Azacitidine,1,100
ASS1,Azacitidine,1,89.7293861310516
GCH1,Azacitidine,1,88.5588877884443
TNFSF9,Azacitidine,1,88.5588877884443
ABLIM1,Azacitidine,0.95,85.3430078201648
ATP2A2,Azacitidine,0.95,85.3430078201648
CTHRC1,Azacitidine,0.95,85.3430078201648
IER2,Azacitidine,0.95,85.3430078201648
LAMA2,Azacitidine,0.95,85.3430078201648
MYC,Azacitidine,0.95,85.3430078201648
ALDH3A2,Azacitidine,0.9,88.6912564443331
CALU,Azacitidine,0.9,88.6912564443331
FN1,Azacitidine,0.9,88.6912564443331
GLA,Azacitidine,0.9,87.5343002547495
LOX,Azacitidine,0.9,88.6912564443331
FUT4,Azacitidine,0.95,98.9434872749786
RCL1,Azacitidine,0.95,90.7974704335982
SYT12,Azacitidine,0.95,89.6282908546488
TAGLN,Azacitidine,0.95,88.4591112756993
DHRS3,Azacitidine,0.9,99.3725199120598
WNT5A,Azacitidine,0.9,89.3822074633053
KAZN,Azacitidine,0.9,86.2126002966411
PLEK2,Azacitidine,0.9,86.2126002966411
CXCL1,Azacitidine,0.8,82.7940424902625
DUSP4,Azacitidine,0.8,82.7940424902625
ELF1,Azacitidine,0.8,82.7940424902625
IL4R,Azacitidine,0.8,82.7940424902625
KRT8,Azacitidine,0.8,82.7940424902625
PERP,Azacitidine,0.8,82.7940424902625
PMP22,Azacitidine,0.8,100
TM7SF3,Azacitidine,0.8,82.7940424902625
VAMP8,Azacitidine,0.8,82.7940424902625
IL15,Azacitidine,0.8,80.6141055722015
SPP1,Azacitidine,0.8,82.7450870991702
TOB1,Azacitidine,0.8,81.6795963356859
OSMR,Azacitidine,0.8,89.5055923838693
PFN2,Azacitidine,0.8,90.6886034870538
BMP1,Azacitidine,0.9,89.1195818016826
COL6A2,Azacitidine,0.9,89.1195818016826
EGR1,Azacitidine,0.9,89.1195818016826
RPL36,Azacitidine,0.9,89.1195818016826
SYBU,Azacitidine,0.9,90.4852172852392
ALDH1A3,Azacitidine,0.85,86.4328726901418
CCND1,Azacitidine,0.85,86.4328726901418
EPHA2,Azacitidine,0.85,86.4328726901418
GJA1,Azacitidine,0.85,86.4328726901418
IRS2,Azacitidine,0.85,100
PLXNB1,Azacitidine,0.85,86.4328726901418
TPM1,Azacitidine,0.85,100
BHLHE40,Azacitidine,0.95,89.7293861310516
ENDOD1,Azacitidine,0.95,89.7293861310516
PHLDA2,Azacitidine,0.95,89.7293861310516
CASP1,Azacitidine,0.85,89.90527668995
CKB,Azacitidine,0.85,89.90527668995
GADD45A,Azacitidine,0.85,100
IMP4,Azacitidine,0.85,80.3593209314697
SLC3A2,Azacitidine,0.85,80.3593209314697
TBRG4,Azacitidine,0.85,80.3593209314697
EDIL3,Azacitidine,0.8,80.7575691193233
FGFR3,Azacitidine,0.8,80.7575691193233
FJX1,Azacitidine,0.8,80.7575691193233
GEM,Azacitidine,0.8,80.7575691193233
IRF7,Azacitidine,0.8,93.4338598334407
PHB,Azacitidine,0.8,93.4338598334407
SCNN1A,Azacitidine,0.8,80.7575691193233
SEMA3B,Azacitidine,0.8,80.7575691193233
COL4A1,Azacitidine,0.8,85.0216765957828
COL4A2,Azacitidine,0.8,83.7384988357663
IFIT2,Azacitidine,0.8,94.5246094301228
LDLR,Azacitidine,0.8,100
RRP12,Azacitidine,0.9,83.7517515020411
TGFBI,Azacitidine,0.9,83.7517515020411
BMP2,Azacitidine,0.85,100
MXD1,Azacitidine,0.85,82.9364910298627
SLC27A2,Azacitidine,0.85,84.0183776834762
SPARC,Azacitidine,0.85,84.0183776834762
TNFRSF11B,Azacitidine,0.85,82.9364910298627
SLC7A2,Azacitidine,0.95,88.0332190011819
BASP1,Azacitidine,0.9,82.7940424902625
CAV1,Azacitidine,0.9,82.7940424902625
EREG,Azacitidine,0.9,82.7940424902625
FARSA,Azacitidine,0.9,100
GADD45B,Azacitidine,0.9,82.7940424902625
IGFBP2,Azacitidine,0.9,82.7940424902625
JUNB,Azacitidine,0.9,96.9815279787598
MET,Azacitidine,0.9,82.7940424902625
TNIP1,Azacitidine,0.9,82.7940424902625
NOP56,Azacitidine,0.95,85.1283966504887
SPHK1,Azacitidine,0.95,85.1283966504887
UPP1,Azacitidine,0.95,98.695523960347
DPYSL3,Azacitidine,0.925,100
NRIP1,Azacitidine,0.85,88.3057650443162
GALNT3,Azacitidine,0.95,98.695523960347
HSPB8,Azacitidine,0.95,100
ITGAV,Azacitidine,0.95,85.1283966504887
PTX3,Azacitidine,0.95,85.1283966504887
VIM,Azacitidine,0.95,98.695523960347
ADRM1,Azacitidine,0.8,88.1486585502275
CBX8,Azacitidine,0.8,82.2263511364754
DUSP1,Azacitidine,0.95,100
FOSL1,Azacitidine,0.85,98.9434872749786
ADAM8,Azacitidine,0.9,85.1283966504887
HES1,Azacitidine,0.9,85.1283966504887
KRT19,Azacitidine,0.9,85.1283966504887
PKP3,Azacitidine,0.9,85.1283966504887
PLOD3,Azacitidine,0.9,85.1283966504887
CLCF1,Azacitidine,1,100
PMEPA1,Azacitidine,1,85.1283966504887
TSKU,Azacitidine,1,100
HPRT1,Azacitidine,0.875,88.5588877884443
MEST,Azacitidine,0.875,88.5588877884443
BTG2,Azacitidine,0.95,82.3693818840284
EMP1,Azacitidine,0.9,80.5357764231778
FOS,Azacitidine,0.9,100
NMU,Azacitidine,0.9,91.4833938108029
SLC7A5,Azacitidine,0.9,91.4833938108029
FDXR,Azacitidine,1,81.3173105526858
KCNMB2,Azacitidine,1,83.4668808466258
CXCL2,Azacitidine,0.95,90.6886034870538
ATF3,Azacitidine,1,85.3198951014858
PANX1,Azacitidine,1,85.3198951014858
RAB17,Azacitidine,1,85.3198951014858
NPM1,Azacitidine,0.85,89.3822074633053
PPP1R15A,Azacitidine,0.9,90.5771298873829
ADD3,AZD4547,0.888888888888889,98.4907639893799
BCL3,AZD4547,0.888888888888889,82.7940424902625
COL6A2,AZD4547,0.888888888888889,82.7940424902625
EFEMP1,AZD4547,0.888888888888889,82.7940424902625
FDPS,AZD4547,0.888888888888889,82.7940424902625
GSR,AZD4547,0.888888888888889,96.9815279787598
KCNH1,AZD4547,0.888888888888889,82.7940424902625
LPIN1,AZD4547,0.888888888888889,82.7940424902625
MTA1,AZD4547,0.888888888888889,100
OCEL1,AZD4547,0.888888888888889,82.7940424902625
PFKFB3,AZD4547,0.888888888888889,98.4907639893799
PNRC1,AZD4547,0.888888888888889,82.7940424902625
PTPN21,AZD4547,0.888888888888889,100
RASA1,AZD4547,0.888888888888889,82.7940424902625
RRP12,AZD4547,0.888888888888889,82.7940424902625
SCNN1A,AZD4547,0.888888888888889,82.7940424902625
SIRT2,AZD4547,0.888888888888889,98.4907639893799
SLC19A2,AZD4547,0.888888888888889,82.7940424902625
TIMP1,AZD4547,0.888888888888889,82.7940424902625
TOB1,AZD4547,0.888888888888889,82.7940424902625
VASP,AZD4547,0.888888888888889,100
ATRX,AZD4547,0.805555555555555,80.7359322169046
BTG2,AZD4547,0.805555555555555,80.7359322169046
CYB5A,AZD4547,0.805555555555555,90.0173419129383
ELF1,AZD4547,0.805555555555555,81.9730997574658
GABARAPL2,AZD4547,0.805555555555555,81.9730997574658
NOTCH2,AZD4547,0.805555555555555,81.9730997574658
NQO1,AZD4547,0.805555555555555,100
TPM2,AZD4547,0.805555555555555,81.9730997574658
CSF1,AZD4547,0.833333333333333,81.6926751446044
EDN1,AZD4547,0.833333333333333,100
EHD1,AZD4547,0.833333333333333,88.0332190011819
LTBP1,AZD4547,0.833333333333333,88.0332190011819
OPN3,AZD4547,0.833333333333333,88.0332190011819
PARD6G,AZD4547,0.833333333333333,89.3822074633053
SDC2,AZD4547,0.833333333333333,86.6842305390585
DPYSL3,AZD4547,1,88.0332190011819
PEX14,AZD4547,1,89.3822074633053
RPS19,AZD4547,1,88.0332190011819
MREG,AZD4547,0.944444444444444,100
SGCE,AZD4547,0.944444444444444,81.4822918659081
TIAM1,AZD4547,0.944444444444444,82.5592575998131
ENTPD5,AZD4547,0.972222222222222,84.1570114309907
MSN,AZD4547,0.972222222222222,84.1570114309907
MYH9,AZD4547,0.972222222222222,84.1570114309907
NR4A3,AZD4547,0.972222222222222,84.1570114309907
NXT1,AZD4547,0.972222222222222,84.1570114309907
SLC26A2,AZD4547,0.972222222222222,84.1570114309907
SORBS3,AZD4547,0.972222222222222,84.1570114309907
AKT2,AZD4547,1,89.3822074633053
GAD1,AZD4547,1,100
IL32,AZD4547,1,89.3822074633053
JUN,AZD4547,1,88.0332190011819
PLOD1,AZD4547,1,89.3822074633053
YWHAH,AZD4547,1,100
AEBP1,AZD4547,0.888888888888889,97.4246428378102
CD83,AZD4547,0.888888888888889,85.3198951014858
CNN3,AZD4547,0.888888888888889,85.3198951014858
DLC1,AZD4547,0.888888888888889,85.3198951014858
DUSP4,AZD4547,0.888888888888889,100
ELF4,AZD4547,0.888888888888889,85.3198951014858
SIK1,AZD4547,0.888888888888889,85.3198951014858
CAP2,AZD4547,0.805555555555556,81.6795963356859
CXCL1,AZD4547,0.805555555555556,100
AMIGO2,AZD4547,0.888888888888889,89.7293861310516
GADD45A,AZD4547,0.888888888888889,98.397839933088
SLC7A2,AZD4547,0.888888888888889,88.5588877884443
NFKBIA,AZD4547,0.888888888888889,91.7060893988759
SCHIP1,AZD4547,0.888888888888889,100
SERPINE1,AZD4547,0.888888888888889,82.8665943829667
UBE2D1,AZD4547,0.888888888888889,83.8630508894104
ATP2B4,AZD4547,0.888888888888889,100
DCXR,AZD4547,0.888888888888889,91.6685507334855
HDAC5,AZD4547,0.888888888888889,90.47275645327
KYNU,AZD4547,0.888888888888889,90.47275645327
THSD4,AZD4547,0.888888888888889,90.47275645327
ZC3H12A,AZD4547,0.888888888888889,84.8522591028208
GNMT,AZD4547,0.944444444444444,98.9309886121351
SORBS1,AZD4547,0.944444444444444,89.5055923838693
UGDH,AZD4547,0.944444444444444,90.6886034870538
WWC1,AZD4547,0.944444444444444,90.6886034870538
BAIAP2,AZD4547,0.944444444444444,90.5853364613665
PDE4DIP,AZD4547,0.944444444444444,91.7670004709442
SCD,AZD4547,0.944444444444444,90.5853364613665
ACTG1,AZD4547,1,89.8482126339166
ENDOD1,AZD4547,1,88.6912564443331
GSN,AZD4547,1,87.5343002547495
MAPK11,AZD4547,1,100
PFN2,AZD4547,1,88.6912564443331
SERPINE2,AZD4547,1,89.8482126339166
TLR3,AZD4547,1,89.8482126339166
AKR1C3,AZD4547,0.805555555555556,92.6599475507429
CDKN2A,AZD4547,0.805555555555556,85.3198951014858
CLDN18,AZD4547,0.805555555555556,85.3198951014858
IRS1,AZD4547,0.805555555555556,91.372268969648
MEST,AZD4547,0.805555555555556,85.3198951014858
NFIL3,AZD4547,0.805555555555556,85.3198951014858
PAPSS2,AZD4547,0.805555555555556,85.3198951014858
PPP1R3C,AZD4547,0.805555555555556,100
RNF19B,AZD4547,0.805555555555556,85.3198951014858
SDC3,AZD4547,0.805555555555556,85.3198951014858
SLC6A8,AZD4547,0.805555555555556,85.3198951014858
SNX24,AZD4547,0.805555555555556,85.3198951014858
ATP2C1,AZD4547,1,90.7974704335982
CALB2,AZD4547,1,90.7974704335982
PARVA,AZD4547,1,90.7974704335982
SYK,AZD4547,1,90.7974704335982
ABCC2,AZD4547,0.805555555555556,100
CITED2,AZD4547,0.805555555555556,90.8664792853134
COL3A1,AZD4547,0.805555555555556,91.9530554472404
FGF2,AZD4547,0.805555555555556,89.7799031233864
AFF1,AZD4547,0.888888888888889,81.1581888966011
APLP1,AZD4547,0.972222222222222,89.7293861310516
FLNA,AZD4547,0.888888888888889,88.0332190011819
LY75,AZD4547,0.888888888888889,95.300600981605
RPS9,AZD4547,0.888888888888889,89.3822074633053
SH3BGR,AZD4547,0.888888888888889,81.6926751446044
EPB41L2,AZD4547,1,100
ID2,AZD4547,1,89.8482126339166
MGLL,AZD4547,1,87.5343002547495
PPARG,AZD4547,1,87.5343002547495
TPD52,AZD4547,0.888888888888889,83.4668808466258
ATP2A2,AZD4547,0.888888888888889,92.0943051324929
CDKN1A,AZD4547,0.888888888888889,82.7450870991702
HES1,AZD4547,0.888888888888889,100
IL7,AZD4547,0.888888888888889,82.7450870991702
MCL1,AZD4547,0.888888888888889,99.1352333522779
GNAI2,AZD4547,1,85.1283966504887
HAS2,AZD4547,1,100
MAPK12,AZD4547,1,98.695523960347
SFMBT1,AZD4547,0.944444444444444,85.6531714517408
TAGLN,AZD4547,0.944444444444444,100
VTN,AZD4547,0.944444444444444,85.6531714517408
OXTR,AZD4547,1,86.9730226388138
XDH,AZD4547,1,88.3057650443162
GEM,AZD4547,0.888888888888889,85.3198951014858
INHBB,AZD4547,0.888888888888889,100
PIK3R3,AZD4547,0.888888888888889,85.3198951014858
PPP1R15A,AZD4547,0.888888888888889,85.3198951014858
SGK1,AZD4547,0.888888888888889,85.3198951014858
VLDLR,AZD4547,0.888888888888889,98.7123214189051
CCL20,AZD4547,0.888888888888889,84.1570114309907
FERMT2,AZD4547,0.888888888888889,84.1570114309907
HBEGF,AZD4547,0.888888888888889,84.1570114309907
IGFBP2,AZD4547,0.888888888888889,84.1570114309907
IKBKG,AZD4547,0.888888888888889,84.1570114309907
ITGAV,AZD4547,0.888888888888889,98.6103180337008
PLCG1,AZD4547,0.888888888888889,84.1570114309907
CDC42BPA,AZD4547,1,100
CNN2,AZD4547,1,86.4044856549638
DHRS1,AZD4547,1,86.4044856549638
GCLC,AZD4547,1,86.4044856549638
ICAM1,AZD4547,1,100
NFS1,AZD4547,1,81.1067452761225
RAB17,AZD4547,1,86.4044856549638
RPL39,AZD4547,1,81.1067452761225
SERPINH1,AZD4547,1,86.4044856549638
TPM1,AZD4547,1,96.4031388204055
ALDH3A1,AZD4547,1,90.6886034870538
COL7A1,AZD4547,1,100
ACTN1,AZD4547,0.888888888888889,86.1048869714324
APBB1,AZD4547,0.888888888888889,98.7811776855497
BIRC3,AZD4547,0.888888888888889,86.1048869714324
COL16A1,AZD4547,0.888888888888889,93.0524434857162
GCH1,AZD4547,0.888888888888889,86.1048869714324
IGFBP3,AZD4547,0.888888888888889,86.1048869714324
MCCC2,AZD4547,0.888888888888889,86.1048869714324
BCAR1,AZD4547,0.805555555555556,100
ELF3,AZD4547,0.805555555555556,90.33861430034
LDLRAP1,AZD4547,0.805555555555556,84.062288017603
KRT13,AZD4547,0.888888888888889,90.1183927390647
HADH,AZD4547,0.833333333333333,90.6886034870538
LAMA2,AZD4547,0.861111111111111,100
CAPG,AZD4547,1,98.942295592699
NDRG2,AZD4547,0.944444444444444,90.6886034870538
RAP1GAP,AZD4547,0.944444444444444,100
COL5A2,AZD4547,0.833333333333333,100
IGFBP7,AZD4547,0.833333333333333,86.4328726901418
TGFBR3,AZD4547,0.833333333333333,86.4328726901418
JUP,AZD4547,0.888888888888889,85.3198951014858
MYBBP1A,AZD4547,0.888888888888889,85.3198951014858
NRIP1,AZD4547,0.888888888888889,100
SPINT2,AZD4547,0.888888888888889,85.3198951014858
ECH1,AZD4547,0.888888888888889,91.7670004709442
GCNT1,AZD4547,0.888888888888889,89.4036724517889
ARHGEF9,AZD4547,0.833333333333333,85.1283966504887
B4GALT5,AZD4547,0.833333333333333,85.1283966504887
DDX58,AZD4547,0.833333333333333,85.1283966504887
F10,AZD4547,0.833333333333333,100
NAMPT,AZD4547,0.833333333333333,85.1283966504887
PLAUR,AZD4547,0.833333333333333,100
SSPN,AZD4547,0.833333333333333,85.1283966504887
CCNB2,AZD8055,0.8,84.0627477508349
CYB5R3,AZD8055,0.8,84.0627477508349
EPHB4,AZD8055,0.8,84.0627477508349
GADD45G,AZD8055,0.8,84.0627477508349
MAFF,AZD8055,0.8,84.0627477508349
MAP3K8,AZD8055,0.8,84.0627477508349
MX1,AZD8055,0.8,84.0627477508349
MYLK,AZD8055,0.8,84.0627477508349
OXTR,AZD8055,0.8,84.0627477508349
PHYH,AZD8055,0.8,84.0627477508349
RAB17,AZD8055,0.8,84.0627477508349
RASAL2,AZD8055,0.8,100
SDHD,AZD8055,0.8,84.0627477508349
THBS1,AZD8055,0.8,84.0627477508349
TIMM8B,AZD8055,0.8,84.0627477508349
TJP3,AZD8055,0.8,84.0627477508349
TUBA4A,AZD8055,0.8,100
AFAP1L2,AZD8055,0.9,86.2535535904251
BST2,AZD8055,0.9,86.2535535904251
CBX8,AZD8055,0.9,86.2535535904251
CPT1A,AZD8055,0.9,86.2535535904251
DECR1,AZD8055,0.9,86.2535535904251
DUSP4,AZD8055,0.9,86.2535535904251
GOT2,AZD8055,0.9,86.2535535904251
HMGN2,AZD8055,0.9,86.2535535904251
PIM1,AZD8055,0.9,100
PLSCR1,AZD8055,0.9,86.2535535904251
PRIM2,AZD8055,0.9,86.2535535904251
SPTAN1,AZD8055,0.9,86.2535535904251
SPTBN1,AZD8055,0.9,86.2535535904251
TUBG1,AZD8055,0.9,86.2535535904251
ACAA1,AZD8055,0.85,89.5055923838693
PDLIM5,AZD8055,0.85,89.5055923838693
RPS6KA2,AZD8055,0.85,90.6886034870538
SPC25,AZD8055,0.85,100
IDH1,AZD8055,0.85,100
RACGAP1,AZD8055,0.85,89.5055923838693
ARHGAP10,AZD8055,0.8,83.2872547429521
DYNLL2,AZD8055,0.8,83.2872547429521
FBXO4,AZD8055,0.8,82.2007924607455
IL7,AZD8055,0.8,83.2872547429521
KAZN,AZD8055,0.8,83.2872547429521
TK1,AZD8055,0.8,91.8387223316783
TUBGCP2,AZD8055,0.8,82.2007924607455
BARD1,AZD8055,1,88.3057650443162
IGF1R,AZD8055,1,88.3057650443162
INHBB,AZD8055,1,100
KIF11,AZD8055,1,98.7956860212577
GCNT1,AZD8055,0.8,100
CRMP1,AZD8055,1,84.1328884811734
DMD,AZD8055,1,89.6282908546488
INHBA,AZD8055,1,90.7974704335982
SYBU,AZD8055,1,100
B4GALT5,AZD8055,0.9,85.1334992370448
CDCA8,AZD8055,0.9,100
CENPF,AZD8055,0.9,85.1334992370448
ETFA,AZD8055,0.9,85.1334992370448
IGFBP3,AZD8055,0.9,85.1334992370448
LITAF,AZD8055,0.9,85.1334992370448
MARCKS,AZD8055,0.9,85.1334992370448
PNRC1,AZD8055,0.9,85.1334992370448
BTG1,AZD8055,0.9,82.7940424902625
CAP2,AZD8055,0.9,82.7940424902625
ELF4,AZD8055,0.9,89.8877852345112
GRPEL1,AZD8055,0.9,82.7940424902625
HSPB1,AZD8055,0.9,82.7940424902625
IFI30,AZD8055,0.9,82.7940424902625
NLGN2,AZD8055,0.9,82.7940424902625
PSME2,AZD8055,0.9,82.7940424902625
SAT1,AZD8055,0.9,82.7940424902625
SHMT2,AZD8055,0.9,82.7940424902625
SLC2A3,AZD8055,0.9,100
SNAI2,AZD8055,0.9,82.7940424902625
TNFSF10,AZD8055,0.9,82.7940424902625
TRAFD1,AZD8055,0.9,82.7940424902625
MRPL34,AZD8055,0.85,88.0332190011819
NDUFA6,AZD8055,0.85,100
SMC4,AZD8055,0.85,88.0332190011819
SSH2,AZD8055,0.85,88.0332190011819
STAG1,AZD8055,0.85,100
CAPG,AZD8055,0.95,98.7123214189051
DCLRE1B,AZD8055,0.95,85.3198951014858
FLNA,AZD8055,0.95,85.3198951014858
GEM,AZD8055,0.95,85.3198951014858
GSR,AZD8055,0.95,85.3198951014858
MCM5,AZD8055,0.95,85.3198951014858
MTHFD2,AZD8055,0.95,98.7123214189051
NDUFA4,AZD8055,0.95,85.3198951014858
NDUFAB1,AZD8055,0.95,85.3198951014858
PFKFB3,AZD8055,0.95,100
SLC34A3,AZD8055,0.95,98.7123214189051
TNC,AZD8055,0.95,85.3198951014858
TST,AZD8055,0.95,85.3198951014858
UGDH,AZD8055,0.95,85.3198951014858
ABCC2,AZD8055,0.9,91.6685507334855
GCNT2,AZD8055,0.9,90.47275645327
INHBE,AZD8055,0.9,90.47275645327
LGALS1,AZD8055,0.9,100
CDKN2A,AZD8055,1,100
CKS2,AZD8055,1,82.7940424902625
ECH1,AZD8055,1,98.4907639893799
GNMT,AZD8055,1,82.7940424902625
HMMR,AZD8055,1,82.7940424902625
ICAM1,AZD8055,1,82.7940424902625
LDB1,AZD8055,1,82.7940424902625
LDHB,AZD8055,1,82.7940424902625
LDLRAP1,AZD8055,1,98.4907639893799
MID1,AZD8055,1,82.7940424902625
MYBBP1A,AZD8055,1,82.7940424902625
MYO9B,AZD8055,1,82.7940424902625
RNASEH2A,AZD8055,1,82.7940424902625
SAP30,AZD8055,1,100
SCNN1A,AZD8055,1,82.7940424902625
SERPINE1,AZD8055,1,82.7940424902625
SLC6A8,AZD8055,1,82.7940424902625
SMC1A,AZD8055,1,82.7940424902625
SORBS3,AZD8055,1,82.7940424902625
SPP1,AZD8055,1,82.7940424902625
SRPX,AZD8055,1,82.7940424902625
TBCD,AZD8055,1,98.4907639893799
ANGPTL4,AZD8055,0.95,90.0008453932176
ARHGAP29,AZD8055,0.95,90.0008453932176
ARHGEF7,AZD8055,0.95,90.0008453932176
PMAIP1,AZD8055,0.95,91.1904023422353
PPP1R15A,AZD8055,0.95,88.8112884441999
ACADM,AZD8055,0.9,100
ANPEP,AZD8055,0.9,98.9545327693069
FOSB,AZD8055,0.9,88.6912564443331
IFNGR1,AZD8055,0.9,88.6912564443331
MAP7,AZD8055,0.9,88.6912564443331
CDH2,AZD8055,1,85.3198951014858
MATN2,AZD8055,1,85.3198951014858
PLOD2,AZD8055,1,85.3198951014858
PYCR1,AZD8055,1,85.3198951014858
CDK4,AZD8055,1,90.6886034870538
ATP6V1E1,AZD8055,0.95,98.7810055000952
CSNK1D,AZD8055,0.95,100
EPB41,AZD8055,0.95,89.3822074633053
DCBLD2,AZD8055,1,100
NDUFB1,AZD8055,1,83.8495904956892
ALDH3A1,AZD8055,0.95,85.1283966504887
AURKA,AZD8055,0.95,100
CAPZB,AZD8055,0.95,85.1283966504887
CCL20,AZD8055,0.95,100
F10,AZD8055,0.95,100
GHRL,AZD8055,0.95,100
ILF3,AZD8055,0.95,100
MCM4,AZD8055,0.95,85.1283966504887
MTX2,AZD8055,0.95,85.1283966504887
MYH9,AZD8055,0.95,100
NFAT5,AZD8055,0.95,85.1283966504887
SMARCC1,AZD8055,0.95,85.1283966504887
TFDP1,AZD8055,0.95,85.1283966504887
TOB1,AZD8055,0.95,85.1283966504887
TPX2,AZD8055,0.95,85.1283966504887
TSPAN1,AZD8055,0.95,85.1283966504887
APOL6,AZD8055,1,89.8804677946609
CSF1,AZD8055,1,89.8804677946609
ENTPD5,AZD8055,1,89.8804677946609
UBE2D1,AZD8055,1,100
YWHAH,AZD8055,1,89.8804677946609
ANLN,AZD8055,0.95,85.1283966504887
ATRX,AZD8055,0.95,85.1283966504887
CCNA2,AZD8055,0.95,85.1283966504887
COX7A2,AZD8055,0.95,85.1283966504887
NQO2,AZD8055,0.95,85.1283966504887
PLAUR,AZD8055,0.95,85.1283966504887
PRC1,AZD8055,0.95,85.1283966504887
COL7A1,AZD8055,1,99.40475051605
F2,AZD8055,1,100
BTG3,AZD8055,0.95,85.1283966504887
CEP250,AZD8055,0.95,85.1283966504887
DEK,AZD8055,0.95,85.1283966504887
DNMT1,AZD8055,0.95,85.1283966504887
ELF3,AZD8055,0.95,85.1283966504887
NOTCH2,AZD8055,0.95,85.1283966504887
PRPS1,AZD8055,0.95,85.1283966504887
SHMT1,AZD8055,0.95,85.1283966504887
CDCA3,AZD8055,0.85,85.3198951014858
CDH4,AZD8055,0.85,85.3198951014858
CXCL1,AZD8055,0.85,85.3198951014858
DTYMK,AZD8055,0.85,85.3198951014858
FARP1,AZD8055,0.85,85.3198951014858
KYNU,AZD8055,0.85,98.7123214189051
RNF213,AZD8055,0.85,85.3198951014858
SMC2,AZD8055,0.85,92.6599475507429
TMPO,AZD8055,0.85,85.3198951014858
XBP1,AZD8055,0.85,85.3198951014858
ABL1,AZD8055,0.95,85.3198951014858
ADAM12,AZD8055,0.95,92.6599475507429
ETFDH,AZD8055,0.95,85.3198951014858
KRT8,AZD8055,0.95,85.3198951014858
MALL,AZD8055,0.95,85.3198951014858
MPZL2,AZD8055,0.95,85.3198951014858
POLD2,AZD8055,0.95,85.3198951014858
PRDX4,AZD8055,0.95,85.3198951014858
RAD51C,AZD8055,0.95,85.3198951014858
TRIP10,AZD8055,0.95,85.3198951014858
BIRC5,AZD8055,0.8,100
CDH1,AZD8055,0.8,85.1283966504887
NOLC1,AZD8055,0.8,85.1283966504887
THSD4,AZD8055,0.8,85.1283966504887
TPBG,AZD8055,0.8,85.1283966504887
XDH,AZD8055,0.8,85.1283966504887
ABR,AZD8055,0.85,85.1283966504887
ARPC2,AZD8055,0.85,85.1283966504887
CDC42,AZD8055,0.85,98.695523960347
CLDN4,AZD8055,0.85,85.1283966504887
CNTROB,AZD8055,0.85,85.1283966504887
MPZL1,AZD8055,0.85,85.1283966504887
NT5E,AZD8055,0.85,85.1283966504887
NUP153,AZD8055,0.85,85.1283966504887
GNAI2,AZD8055,0.85,82.7940424902625
INCENP,AZD8055,0.85,82.7940424902625
KLF4,AZD8055,0.85,82.7940424902625
